Tid;Vannstand(m);Vannføring(m³/s);25-persentil(m³/s);median(m³/s);75-persentil(m³/s)
2017-02-01 23:00;     1,265;     2,497; -9999,000; -9999,000; -9999,000
2017-02-02 00:00;     1,264;     2,484;     0,594;     0,963;     1,712
2017-02-02 01:00;     1,265;     2,497; -9999,000; -9999,000; -9999,000
2017-02-02 02:00;     1,262;     2,458; -9999,000; -9999,000; -9999,000
2017-02-02 03:00;     1,262;     2,458; -9999,000; -9999,000; -9999,000
2017-02-02 04:00;     1,261;     2,445; -9999,000; -9999,000; -9999,000
2017-02-02 05:00;     1,262;     2,458; -9999,000; -9999,000; -9999,000
2017-02-02 06:00;     1,258;     2,406; -9999,000; -9999,000; -9999,000
2017-02-02 07:00;     1,261;     2,445; -9999,000; -9999,000; -9999,000
2017-02-02 08:00;     1,261;     2,445; -9999,000; -9999,000; -9999,000
2017-02-02 09:00;     1,255;     2,367; -9999,000; -9999,000; -9999,000
2017-02-02 10:00;     1,258;     2,406; -9999,000; -9999,000; -9999,000
2017-02-02 11:00;     1,258;     2,406; -9999,000; -9999,000; -9999,000
2017-02-02 12:00;     1,258;     2,406; -9999,000; -9999,000; -9999,000
2017-02-02 13:00;     1,257;     2,393; -9999,000; -9999,000; -9999,000
2017-02-02 14:00;     1,258;     2,406; -9999,000; -9999,000; -9999,000
2017-02-02 15:00;     1,258;     2,406; -9999,000; -9999,000; -9999,000
2017-02-02 16:00;     1,255;     2,367; -9999,000; -9999,000; -9999,000
2017-02-02 17:00;     1,254;     2,354; -9999,000; -9999,000; -9999,000
2017-02-02 18:00;     1,253;     2,342; -9999,000; -9999,000; -9999,000
2017-02-02 19:00;     1,254;     2,354; -9999,000; -9999,000; -9999,000
2017-02-02 20:00;     1,254;     2,354; -9999,000; -9999,000; -9999,000
2017-02-02 21:00;     1,251;     2,317; -9999,000; -9999,000; -9999,000
2017-02-02 22:00;     1,251;     2,317; -9999,000; -9999,000; -9999,000
2017-02-02 23:00;     1,249;     2,291; -9999,000; -9999,000; -9999,000
2017-02-03 00:00;     1,251;     2,317;     0,602;     0,974;     1,839
2017-02-03 01:00;     1,250;     2,304; -9999,000; -9999,000; -9999,000
2017-02-03 02:00;     1,247;     2,267; -9999,000; -9999,000; -9999,000
2017-02-03 03:00;     1,249;     2,291; -9999,000; -9999,000; -9999,000
2017-02-03 04:00;     1,247;     2,267; -9999,000; -9999,000; -9999,000
2017-02-03 05:00;     1,245;     2,242; -9999,000; -9999,000; -9999,000
2017-02-03 06:00;     1,247;     2,267; -9999,000; -9999,000; -9999,000
2017-02-03 07:00;     1,245;     2,242; -9999,000; -9999,000; -9999,000
2017-02-03 08:00;     1,244;     2,230; -9999,000; -9999,000; -9999,000
2017-02-03 09:00;     1,244;     2,230; -9999,000; -9999,000; -9999,000
2017-02-03 10:00;     1,242;     2,205; -9999,000; -9999,000; -9999,000
2017-02-03 11:00;     1,247;     2,267; -9999,000; -9999,000; -9999,000
2017-02-03 12:00;     1,244;     2,230; -9999,000; -9999,000; -9999,000
2017-02-03 13:00;     1,243;     2,217; -9999,000; -9999,000; -9999,000
2017-02-03 14:00;     1,239;     2,169; -9999,000; -9999,000; -9999,000
2017-02-03 15:00;     1,241;     2,193; -9999,000; -9999,000; -9999,000
2017-02-03 16:00;     1,241;     2,193; -9999,000; -9999,000; -9999,000
2017-02-03 17:00;     1,240;     2,181; -9999,000; -9999,000; -9999,000
2017-02-03 18:00;     1,241;     2,193; -9999,000; -9999,000; -9999,000
2017-02-03 19:00;     1,237;     2,145; -9999,000; -9999,000; -9999,000
2017-02-03 20:00;     1,237;     2,145; -9999,000; -9999,000; -9999,000
2017-02-03 21:00;     1,238;     2,157; -9999,000; -9999,000; -9999,000
2017-02-03 22:00;     1,236;     2,133; -9999,000; -9999,000; -9999,000
2017-02-03 23:00;     1,237;     2,145; -9999,000; -9999,000; -9999,000
2017-02-04 00:00;     1,235;     2,121;     0,616;     0,982;     2,027
2017-02-04 01:00;     1,233;     2,097; -9999,000; -9999,000; -9999,000
2017-02-04 02:00;     1,237;     2,145; -9999,000; -9999,000; -9999,000
2017-02-04 03:00;     1,233;     2,097; -9999,000; -9999,000; -9999,000
2017-02-04 04:00;     1,234;     2,109; -9999,000; -9999,000; -9999,000
2017-02-04 05:00;     1,232;     2,086; -9999,000; -9999,000; -9999,000
2017-02-04 06:00;     1,231;     2,074; -9999,000; -9999,000; -9999,000
2017-02-04 07:00;     1,233;     2,097; -9999,000; -9999,000; -9999,000
2017-02-04 08:00;     1,231;     2,074; -9999,000; -9999,000; -9999,000
2017-02-04 09:00;     1,233;     2,097; -9999,000; -9999,000; -9999,000
2017-02-04 10:00;     1,230;     2,062; -9999,000; -9999,000; -9999,000
2017-02-04 11:00;     1,229;     2,051; -9999,000; -9999,000; -9999,000
2017-02-04 12:00;     1,230;     2,062; -9999,000; -9999,000; -9999,000
2017-02-04 13:00;     1,226;     2,016; -9999,000; -9999,000; -9999,000
2017-02-04 14:00;     1,230;     2,062; -9999,000; -9999,000; -9999,000
2017-02-04 15:00;     1,226;     2,016; -9999,000; -9999,000; -9999,000
2017-02-04 16:00;     1,228;     2,039; -9999,000; -9999,000; -9999,000
2017-02-04 17:00;     1,227;     2,028; -9999,000; -9999,000; -9999,000
2017-02-04 18:00;     1,226;     2,016; -9999,000; -9999,000; -9999,000
2017-02-04 19:00;     1,224;     1,993; -9999,000; -9999,000; -9999,000
2017-02-04 20:00;     1,226;     2,016; -9999,000; -9999,000; -9999,000
2017-02-04 21:00;     1,221;     1,960; -9999,000; -9999,000; -9999,000
2017-02-04 22:00;     1,221;     1,960; -9999,000; -9999,000; -9999,000
2017-02-04 23:00;     1,222;     1,971; -9999,000; -9999,000; -9999,000
2017-02-05 00:00;     1,225;     2,005;     0,639;     0,985;     2,180
2017-02-05 01:00;     1,227;     2,028; -9999,000; -9999,000; -9999,000
2017-02-05 02:00;     1,221;     1,960; -9999,000; -9999,000; -9999,000
2017-02-05 03:00;     1,222;     1,971; -9999,000; -9999,000; -9999,000
2017-02-05 04:00;     1,220;     1,948; -9999,000; -9999,000; -9999,000
2017-02-05 05:00;     1,219;     1,937; -9999,000; -9999,000; -9999,000
2017-02-05 06:00;     1,218;     1,926; -9999,000; -9999,000; -9999,000
2017-02-05 07:00;     1,218;     1,926; -9999,000; -9999,000; -9999,000
2017-02-05 08:00;     1,218;     1,926; -9999,000; -9999,000; -9999,000
2017-02-05 09:00;     1,219;     1,937; -9999,000; -9999,000; -9999,000
2017-02-05 10:00;     1,218;     1,926; -9999,000; -9999,000; -9999,000
2017-02-05 11:00;     1,218;     1,926; -9999,000; -9999,000; -9999,000
2017-02-05 12:00;     1,216;     1,904; -9999,000; -9999,000; -9999,000
2017-02-05 13:00;     1,214;     1,882; -9999,000; -9999,000; -9999,000
2017-02-05 14:00;     1,215;     1,893; -9999,000; -9999,000; -9999,000
2017-02-05 15:00;     1,209;     1,828; -9999,000; -9999,000; -9999,000
2017-02-05 16:00;     1,212;     1,860; -9999,000; -9999,000; -9999,000
2017-02-05 17:00;     1,214;     1,882; -9999,000; -9999,000; -9999,000
2017-02-05 18:00;     1,211;     1,849; -9999,000; -9999,000; -9999,000
2017-02-05 19:00;     1,210;     1,839; -9999,000; -9999,000; -9999,000
2017-02-05 20:00;     1,209;     1,828; -9999,000; -9999,000; -9999,000
2017-02-05 21:00;     1,209;     1,828; -9999,000; -9999,000; -9999,000
2017-02-05 22:00;     1,211;     1,849; -9999,000; -9999,000; -9999,000
2017-02-05 23:00;     1,209;     1,828; -9999,000; -9999,000; -9999,000
2017-02-06 00:00;     1,207;     1,807;     0,658;     1,006;     2,257
2017-02-06 01:00;     1,208;     1,817; -9999,000; -9999,000; -9999,000
2017-02-06 02:00;     1,204;     1,775; -9999,000; -9999,000; -9999,000
2017-02-06 03:00;     1,209;     1,828; -9999,000; -9999,000; -9999,000
2017-02-06 04:00;     1,205;     1,785; -9999,000; -9999,000; -9999,000
2017-02-06 05:00;     1,205;     1,785; -9999,000; -9999,000; -9999,000
2017-02-06 06:00;     1,206;     1,796; -9999,000; -9999,000; -9999,000
2017-02-06 07:00;     1,202;     1,754; -9999,000; -9999,000; -9999,000
2017-02-06 08:00;     1,204;     1,775; -9999,000; -9999,000; -9999,000
2017-02-06 09:00;     1,204;     1,775; -9999,000; -9999,000; -9999,000
2017-02-06 10:00;     1,202;     1,754; -9999,000; -9999,000; -9999,000
2017-02-06 11:00;     1,202;     1,754; -9999,000; -9999,000; -9999,000
2017-02-06 12:00;     1,202;     1,754; -9999,000; -9999,000; -9999,000
2017-02-06 13:00;     1,200;     1,733; -9999,000; -9999,000; -9999,000
2017-02-06 14:00;     1,201;     1,744; -9999,000; -9999,000; -9999,000
2017-02-06 15:00;     1,198;     1,713; -9999,000; -9999,000; -9999,000
2017-02-06 16:00;     1,196;     1,692; -9999,000; -9999,000; -9999,000
2017-02-06 17:00;     1,197;     1,703; -9999,000; -9999,000; -9999,000
2017-02-06 18:00;     1,198;     1,713; -9999,000; -9999,000; -9999,000
2017-02-06 19:00;     1,198;     1,713; -9999,000; -9999,000; -9999,000
2017-02-06 20:00;     1,194;     1,672; -9999,000; -9999,000; -9999,000
2017-02-06 21:00;     1,197;     1,703; -9999,000; -9999,000; -9999,000
2017-02-06 22:00;     1,194;     1,672; -9999,000; -9999,000; -9999,000
2017-02-06 23:00;     1,193;     1,662; -9999,000; -9999,000; -9999,000
2017-02-07 00:00;     1,196;     1,692;     0,671;     1,031;     2,332
2017-02-07 01:00;     1,195;     1,682; -9999,000; -9999,000; -9999,000
2017-02-07 02:00;     1,188;     1,612; -9999,000; -9999,000; -9999,000
2017-02-07 03:00;     1,195;     1,682; -9999,000; -9999,000; -9999,000
2017-02-07 04:00;     1,186;     1,593; -9999,000; -9999,000; -9999,000
2017-02-07 05:00;     1,190;     1,632; -9999,000; -9999,000; -9999,000
2017-02-07 06:00;     1,188;     1,612; -9999,000; -9999,000; -9999,000
2017-02-07 07:00;     1,185;     1,583; -9999,000; -9999,000; -9999,000
2017-02-07 08:00;     1,186;     1,593; -9999,000; -9999,000; -9999,000
2017-02-07 09:00;     1,188;     1,612; -9999,000; -9999,000; -9999,000
2017-02-07 10:00;     1,182;     1,554; -9999,000; -9999,000; -9999,000
2017-02-07 11:00;     1,184;     1,573; -9999,000; -9999,000; -9999,000
2017-02-07 12:00;     1,183;     1,564; -9999,000; -9999,000; -9999,000
2017-02-07 13:00;     1,179;     1,526; -9999,000; -9999,000; -9999,000
2017-02-07 14:00;     1,177;     1,507; -9999,000; -9999,000; -9999,000
2017-02-07 15:00;     1,177;     1,507; -9999,000; -9999,000; -9999,000
2017-02-07 16:00;     1,182;     1,554; -9999,000; -9999,000; -9999,000
2017-02-07 17:00;     1,177;     1,507; -9999,000; -9999,000; -9999,000
2017-02-07 18:00;     1,177;     1,507; -9999,000; -9999,000; -9999,000
2017-02-07 19:00;     1,177;     1,507; -9999,000; -9999,000; -9999,000
2017-02-07 20:00;     1,174;     1,479; -9999,000; -9999,000; -9999,000
2017-02-07 21:00;     1,177;     1,507; -9999,000; -9999,000; -9999,000
2017-02-07 22:00;     1,175;     1,488; -9999,000; -9999,000; -9999,000
2017-02-07 23:00;     1,170;     1,442; -9999,000; -9999,000; -9999,000
2017-02-08 00:00;     1,172;     1,460;     0,682;     1,051;     2,382
2017-02-08 01:00;     1,171;     1,451; -9999,000; -9999,000; -9999,000
2017-02-08 02:00;     1,170;     1,442; -9999,000; -9999,000; -9999,000
2017-02-08 03:00;     1,170;     1,442; -9999,000; -9999,000; -9999,000
2017-02-08 04:00;     1,169;     1,433; -9999,000; -9999,000; -9999,000
2017-02-08 05:00;     1,166;     1,406; -9999,000; -9999,000; -9999,000
2017-02-08 06:00;     1,165;     1,397; -9999,000; -9999,000; -9999,000
2017-02-08 07:00;     1,162;     1,370; -9999,000; -9999,000; -9999,000
2017-02-08 08:00;     1,167;     1,415; -9999,000; -9999,000; -9999,000
2017-02-08 09:00;     1,164;     1,388; -9999,000; -9999,000; -9999,000
2017-02-08 10:00;     1,161;     1,362; -9999,000; -9999,000; -9999,000
2017-02-08 11:00;     1,162;     1,370; -9999,000; -9999,000; -9999,000
2017-02-08 12:00;     1,161;     1,362; -9999,000; -9999,000; -9999,000
2017-02-08 13:00;     1,161;     1,362; -9999,000; -9999,000; -9999,000
2017-02-08 14:00;     1,157;     1,327; -9999,000; -9999,000; -9999,000
2017-02-08 15:00;     1,159;     1,344; -9999,000; -9999,000; -9999,000
2017-02-08 16:00;     1,154;     1,301; -9999,000; -9999,000; -9999,000
2017-02-08 17:00;     1,160;     1,353; -9999,000; -9999,000; -9999,000
2017-02-08 18:00;     1,155;     1,310; -9999,000; -9999,000; -9999,000
2017-02-08 19:00;     1,156;     1,318; -9999,000; -9999,000; -9999,000
2017-02-08 20:00;     1,154;     1,301; -9999,000; -9999,000; -9999,000
2017-02-08 21:00;     1,156;     1,318; -9999,000; -9999,000; -9999,000
2017-02-08 22:00;     1,153;     1,293; -9999,000; -9999,000; -9999,000
2017-02-08 23:00;     1,153;     1,293; -9999,000; -9999,000; -9999,000
2017-02-09 00:00;     1,153;     1,293;     0,693;     1,066;     2,381
2017-02-09 01:00;     1,149;     1,259; -9999,000; -9999,000; -9999,000
2017-02-09 02:00;     1,153;     1,293; -9999,000; -9999,000; -9999,000
2017-02-09 03:00;     1,150;     1,267; -9999,000; -9999,000; -9999,000
2017-02-09 04:00;     1,149;     1,259; -9999,000; -9999,000; -9999,000
2017-02-09 05:00;     1,146;     1,234; -9999,000; -9999,000; -9999,000
2017-02-09 06:00;     1,149;     1,259; -9999,000; -9999,000; -9999,000
2017-02-09 07:00;     1,146;     1,234; -9999,000; -9999,000; -9999,000
2017-02-09 08:00;     1,147;     1,243; -9999,000; -9999,000; -9999,000
2017-02-09 09:00;     1,146;     1,234; -9999,000; -9999,000; -9999,000
2017-02-09 10:00;     1,146;     1,234; -9999,000; -9999,000; -9999,000
2017-02-09 11:00;     1,142;     1,202; -9999,000; -9999,000; -9999,000
2017-02-09 12:00;     1,145;     1,226; -9999,000; -9999,000; -9999,000
2017-02-09 13:00;     1,142;     1,202; -9999,000; -9999,000; -9999,000
2017-02-09 14:00;     1,141;     1,194; -9999,000; -9999,000; -9999,000
2017-02-09 15:00;     1,141;     1,194; -9999,000; -9999,000; -9999,000
2017-02-09 16:00;     1,140;     1,186; -9999,000; -9999,000; -9999,000
2017-02-09 17:00;     1,138;     1,170; -9999,000; -9999,000; -9999,000
2017-02-09 18:00;     1,140;     1,186; -9999,000; -9999,000; -9999,000
2017-02-09 19:00;     1,142;     1,202; -9999,000; -9999,000; -9999,000
2017-02-09 20:00;     1,137;     1,162; -9999,000; -9999,000; -9999,000
2017-02-09 21:00;     1,138;     1,170; -9999,000; -9999,000; -9999,000
2017-02-09 22:00;     1,140;     1,186; -9999,000; -9999,000; -9999,000
2017-02-09 23:00;     1,135;     1,146; -9999,000; -9999,000; -9999,000
2017-02-10 00:00;     1,136;     1,154;     0,692;     1,061;     2,315
2017-02-10 01:00;     1,133;     1,131; -9999,000; -9999,000; -9999,000
2017-02-10 02:00;     1,137;     1,162; -9999,000; -9999,000; -9999,000
2017-02-10 03:00;     1,136;     1,154; -9999,000; -9999,000; -9999,000
2017-02-10 04:00;     1,135;     1,146; -9999,000; -9999,000; -9999,000
2017-02-10 05:00;     1,135;     1,146; -9999,000; -9999,000; -9999,000
2017-02-10 06:00;     1,136;     1,154; -9999,000; -9999,000; -9999,000
2017-02-10 07:00;     1,134;     1,139; -9999,000; -9999,000; -9999,000
2017-02-10 08:00;     1,136;     1,154; -9999,000; -9999,000; -9999,000
2017-02-10 09:00;     1,132;     1,123; -9999,000; -9999,000; -9999,000
2017-02-10 10:00;     1,133;     1,131; -9999,000; -9999,000; -9999,000
2017-02-10 11:00;     1,133;     1,131; -9999,000; -9999,000; -9999,000
2017-02-10 12:00;     1,135;     1,146; -9999,000; -9999,000; -9999,000
2017-02-10 13:00;     1,135;     1,146; -9999,000; -9999,000; -9999,000
2017-02-10 14:00;     1,133;     1,131; -9999,000; -9999,000; -9999,000
2017-02-10 15:00;     1,133;     1,131; -9999,000; -9999,000; -9999,000
2017-02-10 16:00;     1,130;     1,108; -9999,000; -9999,000; -9999,000
2017-02-10 17:00;     1,133;     1,131; -9999,000; -9999,000; -9999,000
2017-02-10 18:00;     1,130;     1,108; -9999,000; -9999,000; -9999,000
2017-02-10 19:00;     1,130;     1,108; -9999,000; -9999,000; -9999,000
2017-02-10 20:00;     1,131;     1,116; -9999,000; -9999,000; -9999,000
2017-02-10 21:00;     1,130;     1,108; -9999,000; -9999,000; -9999,000
2017-02-10 22:00;     1,130;     1,108; -9999,000; -9999,000; -9999,000
2017-02-10 23:00;     1,129;     1,100; -9999,000; -9999,000; -9999,000
2017-02-11 00:00;     1,132;     1,123;     0,680;     1,047;     2,194
2017-02-11 01:00;     1,129;     1,100; -9999,000; -9999,000; -9999,000
2017-02-11 02:00;     1,129;     1,100; -9999,000; -9999,000; -9999,000
2017-02-11 03:00;     1,132;     1,123; -9999,000; -9999,000; -9999,000
2017-02-11 04:00;     1,129;     1,100; -9999,000; -9999,000; -9999,000
2017-02-11 05:00;     1,127;     1,085; -9999,000; -9999,000; -9999,000
2017-02-11 06:00;     1,127;     1,085; -9999,000; -9999,000; -9999,000
2017-02-11 07:00;     1,128;     1,093; -9999,000; -9999,000; -9999,000
2017-02-11 08:00;     1,127;     1,085; -9999,000; -9999,000; -9999,000
2017-02-11 09:00;     1,127;     1,085; -9999,000; -9999,000; -9999,000
2017-02-11 10:00;     1,126;     1,078; -9999,000; -9999,000; -9999,000
2017-02-11 11:00;     1,126;     1,078; -9999,000; -9999,000; -9999,000
2017-02-11 12:00;     1,127;     1,085; -9999,000; -9999,000; -9999,000
2017-02-11 13:00;     1,124;     1,063; -9999,000; -9999,000; -9999,000
2017-02-11 14:00;     1,124;     1,063; -9999,000; -9999,000; -9999,000
2017-02-11 15:00;     1,126;     1,078; -9999,000; -9999,000; -9999,000
2017-02-11 16:00;     1,124;     1,063; -9999,000; -9999,000; -9999,000
2017-02-11 17:00;     1,121;     1,041; -9999,000; -9999,000; -9999,000
2017-02-11 18:00;     1,123;     1,056; -9999,000; -9999,000; -9999,000
2017-02-11 19:00;     1,124;     1,063; -9999,000; -9999,000; -9999,000
2017-02-11 20:00;     1,124;     1,063; -9999,000; -9999,000; -9999,000
2017-02-11 21:00;     1,124;     1,063; -9999,000; -9999,000; -9999,000
2017-02-11 22:00;     1,121;     1,041; -9999,000; -9999,000; -9999,000
2017-02-11 23:00;     1,123;     1,056; -9999,000; -9999,000; -9999,000
2017-02-12 00:00;     1,121;     1,041;     0,661;     1,019;     2,039
2017-02-12 01:00;     1,121;     1,041; -9999,000; -9999,000; -9999,000
2017-02-12 02:00;     1,121;     1,041; -9999,000; -9999,000; -9999,000
2017-02-12 03:00;     1,121;     1,041; -9999,000; -9999,000; -9999,000
2017-02-12 04:00;     1,121;     1,041; -9999,000; -9999,000; -9999,000
2017-02-12 05:00;     1,119;     1,026; -9999,000; -9999,000; -9999,000
2017-02-12 06:00;     1,117;     1,012; -9999,000; -9999,000; -9999,000
2017-02-12 07:00;     1,119;     1,026; -9999,000; -9999,000; -9999,000
2017-02-12 08:00;     1,121;     1,041; -9999,000; -9999,000; -9999,000
2017-02-12 09:00;     1,116;     1,005; -9999,000; -9999,000; -9999,000
2017-02-12 10:00;     1,117;     1,012; -9999,000; -9999,000; -9999,000
2017-02-12 11:00;     1,115;     0,998; -9999,000; -9999,000; -9999,000
2017-02-12 12:00;     1,116;     1,005; -9999,000; -9999,000; -9999,000
2017-02-12 13:00;     1,116;     1,005; -9999,000; -9999,000; -9999,000
2017-02-12 14:00;     1,115;     0,998; -9999,000; -9999,000; -9999,000
2017-02-12 15:00;     1,116;     1,005; -9999,000; -9999,000; -9999,000
2017-02-12 16:00;     1,115;     0,998; -9999,000; -9999,000; -9999,000
2017-02-12 17:00;     1,115;     0,998; -9999,000; -9999,000; -9999,000
2017-02-12 18:00;     1,114;     0,991; -9999,000; -9999,000; -9999,000
2017-02-12 19:00;     1,114;     0,991; -9999,000; -9999,000; -9999,000
2017-02-12 20:00;     1,114;     0,991; -9999,000; -9999,000; -9999,000
2017-02-12 21:00;     1,115;     0,998; -9999,000; -9999,000; -9999,000
2017-02-12 22:00;     1,114;     0,991; -9999,000; -9999,000; -9999,000
2017-02-12 23:00;     1,114;     0,991; -9999,000; -9999,000; -9999,000
2017-02-13 00:00;     1,115;     0,998;     0,644;     0,979;     1,938
2017-02-13 01:00;     1,114;     0,991; -9999,000; -9999,000; -9999,000
2017-02-13 02:00;     1,116;     1,005; -9999,000; -9999,000; -9999,000
2017-02-13 03:00;     1,110;     0,963; -9999,000; -9999,000; -9999,000
2017-02-13 04:00;     1,111;     0,970; -9999,000; -9999,000; -9999,000
2017-02-13 05:00;     1,112;     0,977; -9999,000; -9999,000; -9999,000
2017-02-13 06:00;     1,110;     0,963; -9999,000; -9999,000; -9999,000
2017-02-13 07:00;     1,113;     0,984; -9999,000; -9999,000; -9999,000
2017-02-13 08:00;     1,106;     0,935; -9999,000; -9999,000; -9999,000
2017-02-13 09:00;     1,110;     0,963; -9999,000; -9999,000; -9999,000
2017-02-13 10:00;     1,110;     0,963; -9999,000; -9999,000; -9999,000
2017-02-13 11:00;     1,110;     0,963; -9999,000; -9999,000; -9999,000
2017-02-13 12:00;     1,110;     0,963; -9999,000; -9999,000; -9999,000
2017-02-13 13:00;     1,110;     0,963; -9999,000; -9999,000; -9999,000
2017-02-13 14:00;     1,109;     0,956; -9999,000; -9999,000; -9999,000
2017-02-13 15:00;     1,108;     0,949; -9999,000; -9999,000; -9999,000
2017-02-13 16:00;     1,108;     0,949; -9999,000; -9999,000; -9999,000
2017-02-13 17:00;     1,105;     0,929; -9999,000; -9999,000; -9999,000
2017-02-13 18:00;     1,106;     0,935; -9999,000; -9999,000; -9999,000
2017-02-13 19:00;     1,106;     0,935; -9999,000; -9999,000; -9999,000
2017-02-13 20:00;     1,107;     0,942; -9999,000; -9999,000; -9999,000
2017-02-13 21:00;     1,107;     0,942; -9999,000; -9999,000; -9999,000
2017-02-13 22:00;     1,106;     0,935; -9999,000; -9999,000; -9999,000
2017-02-13 23:00;     1,108;     0,949; -9999,000; -9999,000; -9999,000
2017-02-14 00:00;     1,105;     0,929;     0,625;     0,939;     1,758
2017-02-14 01:00;     1,107;     0,942; -9999,000; -9999,000; -9999,000
2017-02-14 02:00;     1,104;     0,922; -9999,000; -9999,000; -9999,000
2017-02-14 03:00;     1,103;     0,915; -9999,000; -9999,000; -9999,000
2017-02-14 04:00;     1,106;     0,935; -9999,000; -9999,000; -9999,000
2017-02-14 05:00;     1,105;     0,929; -9999,000; -9999,000; -9999,000
2017-02-14 06:00;     1,106;     0,935; -9999,000; -9999,000; -9999,000
2017-02-14 07:00;     1,104;     0,922; -9999,000; -9999,000; -9999,000
2017-02-14 08:00;     1,103;     0,915; -9999,000; -9999,000; -9999,000
2017-02-14 09:00;     1,104;     0,922; -9999,000; -9999,000; -9999,000
2017-02-14 10:00;     1,101;     0,902; -9999,000; -9999,000; -9999,000
2017-02-14 11:00;     1,102;     0,908; -9999,000; -9999,000; -9999,000
2017-02-14 12:00;     1,103;     0,915; -9999,000; -9999,000; -9999,000
2017-02-14 13:00;     1,102;     0,908; -9999,000; -9999,000; -9999,000
2017-02-14 14:00;     1,102;     0,908; -9999,000; -9999,000; -9999,000
2017-02-14 15:00;     1,101;     0,902; -9999,000; -9999,000; -9999,000
2017-02-14 16:00;     1,101;     0,902; -9999,000; -9999,000; -9999,000
2017-02-14 17:00;     1,103;     0,915; -9999,000; -9999,000; -9999,000
2017-02-14 18:00;     1,098;     0,882; -9999,000; -9999,000; -9999,000
2017-02-14 19:00;     1,099;     0,889; -9999,000; -9999,000; -9999,000
2017-02-14 20:00;     1,100;     0,895; -9999,000; -9999,000; -9999,000
2017-02-14 21:00;     1,100;     0,895; -9999,000; -9999,000; -9999,000
2017-02-14 22:00;     1,098;     0,882; -9999,000; -9999,000; -9999,000
2017-02-14 23:00;     1,096;     0,869; -9999,000; -9999,000; -9999,000
2017-02-15 00:00;     1,101;     0,902;     0,598;     0,905;     1,604
2017-02-15 01:00;     1,097;     0,876; -9999,000; -9999,000; -9999,000
2017-02-15 02:00;     1,100;     0,895; -9999,000; -9999,000; -9999,000
2017-02-15 03:00;     1,096;     0,869; -9999,000; -9999,000; -9999,000
2017-02-15 04:00;     1,098;     0,882; -9999,000; -9999,000; -9999,000
2017-02-15 05:00;     1,096;     0,869; -9999,000; -9999,000; -9999,000
2017-02-15 06:00;     1,097;     0,876; -9999,000; -9999,000; -9999,000
2017-02-15 07:00;     1,097;     0,876; -9999,000; -9999,000; -9999,000
2017-02-15 08:00;     1,094;     0,856; -9999,000; -9999,000; -9999,000
2017-02-15 09:00;     1,094;     0,856; -9999,000; -9999,000; -9999,000
2017-02-15 10:00;     1,095;     0,863; -9999,000; -9999,000; -9999,000
2017-02-15 11:00;     1,098;     0,882; -9999,000; -9999,000; -9999,000
2017-02-15 12:00;     1,096;     0,869; -9999,000; -9999,000; -9999,000
2017-02-15 13:00;     1,096;     0,869; -9999,000; -9999,000; -9999,000
2017-02-15 14:00;     1,095;     0,863; -9999,000; -9999,000; -9999,000
2017-02-15 15:00;     1,096;     0,869; -9999,000; -9999,000; -9999,000
2017-02-15 16:00;     1,093;     0,850; -9999,000; -9999,000; -9999,000
2017-02-15 17:00;     1,094;     0,856; -9999,000; -9999,000; -9999,000
2017-02-15 18:00;     1,096;     0,869; -9999,000; -9999,000; -9999,000
2017-02-15 19:00;     1,095;     0,863; -9999,000; -9999,000; -9999,000
2017-02-15 20:00;     1,095;     0,863; -9999,000; -9999,000; -9999,000
2017-02-15 21:00;     1,092;     0,844; -9999,000; -9999,000; -9999,000
2017-02-15 22:00;     1,095;     0,863; -9999,000; -9999,000; -9999,000
2017-02-15 23:00;     1,096;     0,869; -9999,000; -9999,000; -9999,000
2017-02-16 00:00;     1,094;     0,856;     0,577;     0,857;     1,492
2017-02-16 01:00;     1,093;     0,850; -9999,000; -9999,000; -9999,000
2017-02-16 02:00;     1,093;     0,850; -9999,000; -9999,000; -9999,000
2017-02-16 03:00;     1,093;     0,850; -9999,000; -9999,000; -9999,000
2017-02-16 04:00;     1,093;     0,850; -9999,000; -9999,000; -9999,000
2017-02-16 05:00;     1,094;     0,856; -9999,000; -9999,000; -9999,000
2017-02-16 06:00;     1,097;     0,876; -9999,000; -9999,000; -9999,000
2017-02-16 07:00;     1,095;     0,863; -9999,000; -9999,000; -9999,000
